Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,pH,F_pH,Turb,F_Turb
sapdcwq,P,1/1/2021 0:00,0,0,,16.1,<0> ,39.42,<0> ,25.2,<0> ,71.5,<0> ,6.1,<0> ,0.84,<0> ,0.76,<3> ,7.4,<0> ,10,<0> 
sapdcwq,P,1/1/2021 0:15,0,0,,16.1,<0> ,39.33,<0> ,25.1,<0> ,67.7,<0> ,5.7,<0> ,0.72,<0> ,0.64,<3> ,7.4,<0> ,10,<0> 
sapdcwq,P,1/1/2021 0:30,0,0,,16.1,<0> ,39.24,<0> ,25.1,<0> ,64.6,<0> ,5.5,<0> ,0.6,<0> ,0.52,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 0:45,0,0,,16.1,<0> ,39.16,<0> ,25,<0> ,62,<0> ,5.2,<0> ,0.48,<0> ,0.41,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 1:00,0,0,,16.1,<0> ,39.11,<0> ,25,<0> ,59.6,<0> ,5,<0> ,0.36,<0> ,0.28,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 1:15,0,0,,16.1,<0> ,39.06,<0> ,24.9,<0> ,57.1,<0> ,4.8,<0> ,0.24,<0> ,0.16,<3> ,7.3,<0> ,9,<0> 
sapdcwq,P,1/1/2021 1:30,0,0,,16.1,<0> ,39.04,<0> ,24.9,<0> ,53.9,<0> ,4.6,<0> ,0.14,<0> ,0.06,<3> ,7.3,<0> ,9,<0> 
sapdcwq,P,1/1/2021 1:45,0,0,,16.1,<0> ,39.04,<0> ,24.9,<0> ,50,<0> ,4.2,<0> ,0.07,<0> ,-0.01,<3> ,7.2,<0> ,8,<0> 
sapdcwq,P,1/1/2021 2:00,0,0,,16.1,<0> ,38.95,<0> ,24.8,<0> ,48.9,<0> ,4.1,<0> ,0.07,<0> ,-0.01,<3> ,7.2,<0> ,8,<0> 
sapdcwq,P,1/1/2021 2:15,0,0,,16.2,<0> ,38.93,<0> ,24.8,<0> ,46.7,<0> ,4,<0> ,0.07,<0> ,-0.01,<3> ,7.2,<0> ,8,<0> 
sapdcwq,P,1/1/2021 2:30,0,0,,16.3,<0> ,0.04,<0> ,0,<0> ,99.7,<0> ,9.8,<0> ,0.07,<0> ,-0.01,<3> ,7.5,<0> ,12,<0> 
sapdcwq,P,1/1/2021 2:45,0,0,,16.5,<0> ,0.01,<0> ,0,<0> ,99.9,<0> ,9.8,<0> ,0.07,<0> ,-0.01,<3> ,7.7,<0> ,3,<0> 
sapdcwq,P,1/1/2021 3:00,0,0,,16.7,<0> ,0.01,<0> ,0,<0> ,99.9,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/1/2021 3:15,0,0,,16.6,<0> ,0.01,<0> ,0,<0> ,99.9,<0> ,9.8,<0> ,0.07,<0> ,-0.01,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/1/2021 3:30,0,0,,16.7,<0> ,0.01,<0> ,0,<0> ,100,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.9,<0> ,2,<0> 
sapdcwq,P,1/1/2021 3:45,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,100.1,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/1/2021 4:00,0,0,,17,<0> ,0.01,<0> ,0,<0> ,100,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/1/2021 4:15,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,100,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/1/2021 4:30,0,0,,17,<0> ,0.01,<0> ,0,<0> ,100.1,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/1/2021 4:45,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,100,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.7,<0> ,0,<0> 
sapdcwq,P,1/1/2021 5:00,0,0,,16.6,<0> ,0.01,<0> ,0,<0> ,100,<0> ,9.7,<0> ,0.07,<0> ,-0.01,<3> ,7.9,<0> ,1,<0> 
sapdcwq,P,1/1/2021 5:15,0,0,,16.5,<0> ,0.01,<0> ,0,<0> ,100,<0> ,9.8,<0> ,0.07,<0> ,-0.01,<3> ,7.9,<0> ,1,<0> 
sapdcwq,P,1/1/2021 5:30,0,0,,16,<0> ,38.59,<0> ,24.6,<0> ,37.2,<0> ,3.2,<0> ,0.07,<0> ,-0.01,<3> ,7.2,<0> ,10,<0> 
sapdcwq,P,1/1/2021 5:45,0,0,,16,<0> ,38.79,<0> ,24.7,<0> ,39.4,<0> ,3.3,<0> ,0.15,<0> ,0.07,<3> ,7.2,<0> ,9,<0> 
sapdcwq,P,1/1/2021 6:00,0,0,,16,<0> ,38.8,<0> ,24.7,<0> ,46.7,<0> ,4,<0> ,0.27,<0> ,0.19,<3> ,7.2,<0> ,13,<0> 
sapdcwq,P,1/1/2021 6:15,0,0,,15.9,<0> ,38.85,<0> ,24.8,<0> ,50.1,<0> ,4.3,<0> ,0.41,<0> ,0.33,<3> ,7.2,<0> ,10,<0> 
sapdcwq,P,1/1/2021 6:30,0,0,,15.9,<0> ,39.02,<0> ,24.9,<0> ,54.1,<0> ,4.6,<0> ,0.57,<0> ,0.49,<3> ,7.2,<0> ,11,<0> 
sapdcwq,P,1/1/2021 6:45,0,0,,15.9,<0> ,39.19,<0> ,25,<0> ,57.8,<0> ,4.9,<0> ,0.73,<0> ,0.65,<3> ,7.2,<0> ,11,<0> 
sapdcwq,P,1/1/2021 7:00,0,0,,15.8,<0> ,39.35,<0> ,25.1,<0> ,62,<0> ,5.3,<0> ,0.88,<0> ,0.8,<3> ,7.3,<0> ,11,<0> 
sapdcwq,P,1/1/2021 7:15,0,0,,15.8,<0> ,39.46,<0> ,25.2,<0> ,65.4,<0> ,5.6,<0> ,1.02,<0> ,0.94,<3> ,7.3,<0> ,12,<0> 
sapdcwq,P,1/1/2021 7:30,0,0,,15.6,<0> ,39.56,<0> ,25.3,<0> ,68.9,<0> ,5.9,<0> ,1.14,<0> ,1.06,<3> ,7.3,<0> ,11,<0> 
sapdcwq,P,1/1/2021 7:45,0,0,,15.3,<0> ,39.59,<0> ,25.3,<0> ,75.3,<0> ,6.5,<0> ,1.24,<0> ,1.16,<3> ,7.4,<0> ,12,<0> 
sapdcwq,P,1/1/2021 8:00,0,0,,14.8,<0> ,39.32,<0> ,25.1,<0> ,82.7,<0> ,7.2,<0> ,1.34,<0> ,1.25,<3> ,7.6,<0> ,15,<0> 
sapdcwq,P,1/1/2021 8:15,0,0,,14.3,<0> ,38.91,<0> ,24.8,<0> ,88,<0> ,7.7,<0> ,1.42,<0> ,1.33,<3> ,7.7,<0> ,17,<0> 
sapdcwq,P,1/1/2021 8:30,0,0,,13.9,<0> ,38.58,<0> ,24.6,<0> ,93.6,<0> ,8.3,<0> ,1.48,<0> ,1.39,<3> ,7.8,<0> ,19,<0> 
sapdcwq,P,1/1/2021 8:45,0,0,,13.7,<0> ,38.68,<0> ,24.6,<0> ,96.1,<0> ,8.6,<0> ,1.53,<0> ,1.44,<3> ,7.9,<0> ,21,<0> 
sapdcwq,P,1/1/2021 9:00,0,0,,13.6,<0> ,38.97,<0> ,24.8,<0> ,97.3,<0> ,8.7,<0> ,1.56,<0> ,1.47,<3> ,7.9,<0> ,19,<0> 
sapdcwq,P,1/1/2021 9:15,0,0,,13.6,<0> ,39.48,<0> ,25.2,<0> ,98,<0> ,8.7,<0> ,1.58,<0> ,1.49,<3> ,7.9,<0> ,23,<0> 
sapdcwq,P,1/1/2021 9:30,0,0,,13.5,<0> ,39.96,<0> ,25.5,<0> ,98.8,<0> ,8.8,<0> ,1.61,<0> ,1.52,<3> ,7.9,<0> ,18,<0> 
sapdcwq,P,1/1/2021 9:45,0,0,,13.5,<0> ,40.28,<0> ,25.7,<0> ,99.3,<0> ,8.8,<0> ,1.63,<0> ,1.54,<3> ,7.9,<0> ,20,<0> 
sapdcwq,P,1/1/2021 10:00,0,0,,13.6,<0> ,40.59,<0> ,26,<0> ,99.7,<0> ,8.8,<0> ,1.64,<0> ,1.55,<3> ,7.9,<0> ,19,<0> 
sapdcwq,P,1/1/2021 10:15,0,0,,13.6,<0> ,40.75,<0> ,26.1,<0> ,99.9,<0> ,8.8,<0> ,1.65,<0> ,1.56,<3> ,7.9,<0> ,24,<0> 
sapdcwq,P,1/1/2021 10:30,0,0,,13.6,<0> ,40.91,<0> ,26.2,<0> ,100.1,<0> ,8.8,<0> ,1.64,<0> ,1.55,<3> ,7.9,<0> ,15,<0> 
sapdcwq,P,1/1/2021 10:45,0,0,,13.7,<0> ,40.91,<0> ,26.2,<0> ,100,<0> ,8.8,<0> ,1.61,<0> ,1.52,<3> ,7.9,<0> ,18,<0> 
sapdcwq,P,1/1/2021 11:00,0,0,,13.8,<0> ,40.84,<0> ,26.2,<0> ,100.5,<0> ,8.9,<0> ,1.58,<0> ,1.49,<3> ,7.9,<0> ,17,<0> 
sapdcwq,P,1/1/2021 11:15,0,0,,14,<0> ,40.65,<0> ,26,<0> ,101.6,<0> ,8.9,<0> ,1.54,<0> ,1.45,<3> ,7.9,<0> ,20,<0> 
sapdcwq,P,1/1/2021 11:30,0,0,,14.4,<0> ,40.42,<0> ,25.9,<0> ,102.2,<0> ,8.9,<0> ,1.5,<0> ,1.42,<3> ,7.9,<0> ,15,<0> 
sapdcwq,P,1/1/2021 11:45,0,0,,14.7,<0> ,40.18,<0> ,25.7,<0> ,103,<0> ,8.9,<0> ,1.43,<0> ,1.35,<3> ,7.9,<0> ,12,<0> 
sapdcwq,P,1/1/2021 12:00,0,0,,15.1,<0> ,39.87,<0> ,25.5,<0> ,103.7,<0> ,8.9,<0> ,1.36,<0> ,1.28,<3> ,7.9,<0> ,11,<0> 
sapdcwq,P,1/1/2021 12:15,0,0,,15.5,<0> ,39.52,<0> ,25.2,<0> ,104.3,<0> ,8.9,<0> ,1.29,<0> ,1.22,<3> ,7.8,<0> ,10,<0> 
sapdcwq,P,1/1/2021 12:30,0,0,,15.8,<0> ,39.22,<0> ,25,<0> ,104,<0> ,8.8,<0> ,1.2,<0> ,1.13,<3> ,7.8,<0> ,10,<0> 
sapdcwq,P,1/1/2021 12:45,0,0,,16.2,<0> ,39.07,<0> ,24.9,<0> ,102.3,<0> ,8.6,<0> ,1.11,<0> ,1.04,<3> ,7.8,<0> ,11,<0> 
sapdcwq,P,1/1/2021 13:00,0,0,,16.6,<0> ,39.01,<0> ,24.9,<0> ,100.6,<0> ,8.4,<0> ,1.02,<0> ,0.95,<3> ,7.7,<0> ,11,<0> 
sapdcwq,P,1/1/2021 13:15,0,0,,17.1,<0> ,39.04,<0> ,24.9,<0> ,98.9,<0> ,8.2,<0> ,0.92,<0> ,0.85,<3> ,7.6,<0> ,11,<0> 
sapdcwq,P,1/1/2021 13:30,0,0,,17.6,<0> ,39.07,<0> ,24.9,<0> ,96.6,<0> ,7.9,<0> ,0.82,<0> ,0.76,<3> ,7.6,<0> ,14,<0> 
sapdcwq,P,1/1/2021 13:45,0,0,,18,<0> ,39.09,<0> ,25,<0> ,94.5,<0> ,7.7,<0> ,0.72,<0> ,0.66,<3> ,7.5,<0> ,15,<0> 
sapdcwq,P,1/1/2021 14:00,0,0,,18.3,<0> ,39.08,<0> ,25,<0> ,93.3,<0> ,7.6,<0> ,0.62,<0> ,0.56,<3> ,7.5,<0> ,13,<0> 
sapdcwq,P,1/1/2021 14:15,0,0,,18.6,<0> ,39.06,<0> ,24.9,<0> ,92.9,<0> ,7.5,<0> ,0.52,<0> ,0.46,<3> ,7.5,<0> ,18,<0> 
sapdcwq,P,1/1/2021 14:30,0,0,,18.8,<0> ,39.04,<0> ,24.9,<0> ,92.7,<0> ,7.4,<0> ,0.41,<0> ,0.35,<3> ,7.5,<0> ,15,<0> 
sapdcwq,P,1/1/2021 14:45,0,0,,19,<0> ,39.01,<0> ,24.9,<0> ,92.1,<0> ,7.4,<0> ,0.3,<0> ,0.25,<3> ,7.4,<0> ,15,<0> 
sapdcwq,P,1/1/2021 15:00,0,0,,19.1,<0> ,38.98,<0> ,24.9,<0> ,90.4,<0> ,7.2,<0> ,0.19,<0> ,0.14,<3> ,7.4,<0> ,12,<0> 
sapdcwq,P,1/1/2021 15:15,0,0,,18.9,<0> ,38.95,<0> ,24.9,<0> ,77,<0> ,6.2,<0> ,0.1,<0> ,0.05,<3> ,7.3,<0> ,11,<0> 
sapdcwq,P,1/1/2021 15:30,0,0,,19,<0> ,38.91,<0> ,24.8,<0> ,77,<0> ,6.2,<0> ,0.05,<0> ,0,<3> ,7.3,<0> ,11,<0> 
sapdcwq,P,1/1/2021 15:45,0,0,,19,<0> ,38.86,<0> ,24.8,<0> ,78.9,<0> ,6.3,<0> ,0.05,<0> ,0,<3> ,7.4,<0> ,9,<0> 
sapdcwq,P,1/1/2021 16:00,0,0,,19,<0> ,38.84,<0> ,24.8,<0> ,74.1,<0> ,5.9,<0> ,0.05,<0> ,0,<3> ,7.3,<0> ,8,<0> 
sapdcwq,P,1/1/2021 16:15,0,0,,18.8,<0> ,2.68,<0> ,1.4,<0> ,99.5,<0> ,9.2,<0> ,0.05,<0> ,0,<3> ,7.5,<0> ,20,<0> 
sapdcwq,P,1/1/2021 16:30,0,0,,18.6,<0> ,0.01,<0> ,0,<0> ,99.7,<0> ,9.3,<0> ,0.05,<0> ,-0.01,<3> ,7.8,<0> ,4,<0> 
sapdcwq,P,1/1/2021 16:45,0,0,,18.4,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.4,<0> ,0.06,<0> ,0,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/1/2021 17:00,0,0,,18.2,<0> ,0.01,<0> ,0,<0> ,99.9,<0> ,9.4,<0> ,0.05,<0> ,-0.01,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/1/2021 17:15,0,0,,17.9,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.5,<0> ,0.05,<0> ,0,<3> ,7.9,<0> ,2,<0> 
sapdcwq,P,1/1/2021 17:30,0,0,,17.7,<0> ,0.01,<0> ,0,<0> ,99.9,<0> ,9.5,<0> ,0.05,<0> ,0,<3> ,7.9,<0> ,2,<0> 
sapdcwq,P,1/1/2021 17:45,0,0,,17.5,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.5,<0> ,0.05,<0> ,0,<3> ,7.9,<0> ,2,<0> 
sapdcwq,P,1/1/2021 18:00,0,0,,17.4,<0> ,0.01,<0> ,0,<0> ,99.9,<0> ,9.6,<0> ,0.05,<0> ,0,<3> ,7.7,<0> ,0,<0> 
sapdcwq,P,1/1/2021 18:15,0,0,,18.1,<0> ,38.2,<0> ,24.3,<0> ,99.5,<0> ,8.1,<0> ,0.05,<0> ,0,<3> ,7.4,<0> ,1045,<0> 
sapdcwq,P,1/1/2021 18:30,0,0,,18.7,<0> ,38.63,<0> ,24.6,<0> ,60,<0> ,4.8,<0> ,0.07,<0> ,0.01,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 18:45,0,0,,18.7,<0> ,38.8,<0> ,24.8,<0> ,71.8,<0> ,5.8,<0> ,0.21,<0> ,0.15,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 19:00,0,0,,18.7,<0> ,38.82,<0> ,24.8,<0> ,74.2,<0> ,6,<0> ,0.35,<0> ,0.29,<3> ,7.3,<0> ,9,<0> 
sapdcwq,P,1/1/2021 19:15,0,0,,18.6,<0> ,38.88,<0> ,24.8,<0> ,76.8,<0> ,6.2,<0> ,0.5,<0> ,0.44,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 19:30,0,0,,18.4,<0> ,38.99,<0> ,24.9,<0> ,78.9,<0> ,6.4,<0> ,0.66,<0> ,0.6,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/1/2021 19:45,0,0,,18.3,<0> ,39.08,<0> ,24.9,<0> ,81,<0> ,6.6,<0> ,0.8,<0> ,0.74,<3> ,7.4,<0> ,11,<0> 
sapdcwq,P,1/1/2021 20:00,0,0,,18.2,<0> ,39.12,<0> ,25,<0> ,82.6,<0> ,6.7,<0> ,0.92,<0> ,0.86,<3> ,7.4,<0> ,10,<0> 
sapdcwq,P,1/1/2021 20:15,0,0,,18,<0> ,39.15,<0> ,25,<0> ,84,<0> ,6.8,<0> ,1.02,<0> ,0.96,<3> ,7.4,<0> ,11,<0> 
sapdcwq,P,1/1/2021 20:30,0,0,,17.9,<0> ,39.17,<0> ,25,<0> ,85.3,<0> ,7,<0> ,1.11,<0> ,1.05,<3> ,7.4,<0> ,11,<0> 
sapdcwq,P,1/1/2021 20:45,0,0,,17.6,<0> ,39.2,<0> ,25,<0> ,87.5,<0> ,7.2,<0> ,1.18,<0> ,1.12,<3> ,7.5,<0> ,11,<0> 
sapdcwq,P,1/1/2021 21:00,0,0,,17.1,<0> ,39.13,<0> ,25,<0> ,90.4,<0> ,7.5,<0> ,1.25,<0> ,1.19,<3> ,7.5,<0> ,11,<0> 
sapdcwq,P,1/1/2021 21:15,0,0,,16.6,<0> ,38.89,<0> ,24.8,<0> ,93.2,<0> ,7.8,<0> ,1.3,<0> ,1.24,<3> ,7.6,<0> ,12,<0> 
sapdcwq,P,1/1/2021 21:30,0,0,,16.1,<0> ,38.6,<0> ,24.6,<0> ,95.7,<0> ,8.1,<0> ,1.32,<0> ,1.26,<3> ,7.7,<0> ,10,<0> 
sapdcwq,P,1/1/2021 21:45,0,0,,15.8,<0> ,38.49,<0> ,24.5,<0> ,96.3,<0> ,8.2,<0> ,1.34,<0> ,1.28,<3> ,7.7,<0> ,13,<0> 
sapdcwq,P,1/1/2021 22:00,0,0,,15.4,<0> ,38.31,<0> ,24.4,<0> ,97.4,<0> ,8.4,<0> ,1.35,<0> ,1.29,<3> ,7.8,<0> ,9,<0> 
sapdcwq,P,1/1/2021 22:15,0,0,,15.3,<0> ,38.29,<0> ,24.4,<0> ,97.5,<0> ,8.4,<0> ,1.35,<0> ,1.29,<3> ,7.8,<0> ,8,<0> 
sapdcwq,P,1/1/2021 22:30,0,0,,15.3,<0> ,38.29,<0> ,24.4,<0> ,96.1,<0> ,8.3,<0> ,1.33,<0> ,1.27,<3> ,7.8,<0> ,9,<0> 
sapdcwq,P,1/1/2021 22:45,0,0,,15.9,<0> ,38.52,<0> ,24.5,<0> ,94.8,<0> ,8.1,<0> ,1.29,<0> ,1.23,<3> ,7.7,<0> ,8,<0> 
sapdcwq,P,1/1/2021 23:00,0,0,,16.1,<0> ,38.61,<0> ,24.6,<0> ,92.4,<0> ,7.8,<0> ,1.26,<0> ,1.2,<3> ,7.7,<0> ,7,<0> 
sapdcwq,P,1/1/2021 23:15,0,0,,16.5,<0> ,38.79,<0> ,24.7,<0> ,89.1,<0> ,7.5,<0> ,1.19,<0> ,1.13,<3> ,7.6,<0> ,8,<0> 
sapdcwq,P,1/1/2021 23:30,0,0,,16.8,<0> ,38.95,<0> ,24.9,<0> ,85.8,<0> ,7.2,<0> ,1.12,<0> ,1.06,<3> ,7.5,<0> ,8,<0> 
sapdcwq,P,1/1/2021 23:45,0,0,,17.2,<0> ,39.06,<0> ,24.9,<0> ,80.9,<0> ,6.7,<0> ,1.03,<0> ,0.97,<3> ,7.5,<0> ,8,<0> 
sapdcwq,P,1/2/2021 0:00,0,0,,17.5,<0> ,39.1,<0> ,25,<0> ,75.3,<0> ,6.2,<0> ,0.94,<0> ,0.88,<3> ,7.4,<0> ,9,<0> 
sapdcwq,P,1/2/2021 0:15,0,0,,17.7,<0> ,39.09,<0> ,25,<0> ,70.2,<0> ,5.8,<0> ,0.84,<0> ,0.78,<3> ,7.3,<0> ,9,<0> 
sapdcwq,P,1/2/2021 0:30,0,0,,17.8,<0> ,39.04,<0> ,24.9,<0> ,65.4,<0> ,5.4,<0> ,0.74,<0> ,0.68,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/2/2021 0:45,0,0,,17.8,<0> ,38.98,<0> ,24.9,<0> ,61.1,<0> ,5,<0> ,0.63,<0> ,0.57,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/2/2021 1:00,0,0,,17.8,<0> ,38.91,<0> ,24.8,<0> ,57.4,<0> ,4.7,<0> ,0.51,<0> ,0.45,<3> ,7.3,<0> ,10,<0> 
sapdcwq,P,1/2/2021 1:15,0,0,,17.8,<0> ,38.86,<0> ,24.8,<0> ,54.3,<0> ,4.5,<0> ,0.4,<0> ,0.34,<3> ,7.3,<0> ,9,<0> 
sapdcwq,P,1/2/2021 1:30,0,0,,17.7,<0> ,38.81,<0> ,24.8,<0> ,51.6,<0> ,4.2,<0> ,0.28,<0> ,0.22,<3> ,7.2,<0> ,9,<0> 
sapdcwq,P,1/2/2021 1:45,0,0,,17.7,<0> ,38.78,<0> ,24.7,<0> ,49.1,<0> ,4,<0> ,0.18,<0> ,0.12,<3> ,7.2,<0> ,9,<0> 
sapdcwq,P,1/2/2021 2:00,0,0,,17.7,<0> ,38.79,<0> ,24.7,<0> ,40.7,<0> ,3.4,<0> ,0.08,<0> ,0.02,<3> ,7.2,<0> ,8,<0> 
sapdcwq,P,1/2/2021 2:15,0,0,,17.6,<0> ,38.76,<0> ,24.7,<0> ,39.3,<0> ,3.2,<0> ,0.05,<0> ,0,<3> ,7.2,<0> ,8,<0> 
sapdcwq,P,1/2/2021 2:30,0,0,,17.6,<0> ,38.68,<0> ,24.7,<0> ,41.1,<0> ,3.4,<0> ,0.05,<0> ,0,<3> ,7.2,<0> ,9,<0> 
sapdcwq,P,1/2/2021 2:45,0,0,,17.5,<0> ,3.41,<0> ,1.8,<0> ,98.7,<0> ,9.3,<0> ,0.05,<0> ,0,<3> ,7.4,<0> ,21,<0> 
sapdcwq,P,1/2/2021 3:00,0,0,,17.4,<0> ,0.01,<0> ,0,<0> ,99.4,<0> ,9.5,<0> ,0.05,<0> ,0,<3> ,7.7,<0> ,4,<0> 
sapdcwq,P,1/2/2021 3:15,0,0,,17.1,<0> ,0.01,<0> ,0,<0> ,99.6,<0> ,9.6,<0> ,0.04,<0> ,-0.01,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/2/2021 3:30,0,0,,17,<0> ,0.01,<0> ,0,<0> ,99.7,<0> ,9.6,<0> ,0.04,<0> ,-0.01,<3> ,7.8,<0> ,2,<0> 
sapdcwq,P,1/2/2021 3:45,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,99.6,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,2,<0> 
sapdcwq,P,1/2/2021 4:00,0,0,,16.7,<0> ,0.01,<0> ,0,<0> ,99.6,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,1,<0> 
sapdcwq,P,1/2/2021 4:15,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,99.7,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/2/2021 4:30,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,99.7,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/2/2021 4:45,0,0,,16.8,<0> ,0.01,<0> ,0,<0> ,99.7,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/2/2021 5:00,0,0,,16.8,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,1,<0> 
sapdcwq,P,1/2/2021 5:15,0,0,,16.8,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/2/2021 5:30,0,0,,16.8,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,1,<0> 
sapdcwq,P,1/2/2021 5:45,0,0,,16.9,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.7,<0> ,0.04,<0> ,-0.01,<3> ,7.9,<0> ,0,<0> 
sapdcwq,P,1/2/2021 6:00,0,0,,17,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.7,<0> ,0.05,<0> ,0,<3> ,7.9,<0> ,1,<0> 
sapdcwq,P,1/2/2021 6:15,0,0,,17,<0> ,0.01,<0> ,0,<0> ,99.8,<0> ,9.6,<0> ,0.05,<0> ,-0.01,<3> ,7.8,<0> ,0,<0> 
sapdcwq,P,1/2/2021 6:30,0,0,,17.3,<0> ,38.4,<0> ,24.5,<0> ,23.4,<0> ,1.9,<0> ,0.05,<0> ,-0.01,<3> ,7.1,<0> ,12,<0> 
sapdcwq,P,1/2/2021 6:45,0,0,,17.3,<0> ,38.57,<0> ,24.6,<0> ,30.4,<0> ,2.5,<0> ,0.16,<0> ,0.1,<3> ,7.1,<0> ,11,<0> 
sapdcwq,P,1/2/2021 7:00,0,0,,17.3,<0> ,38.52,<0> ,24.6,<0> ,39.1,<0> ,3.2,<0> ,0.29,<0> ,0.23,<3> ,7.2,<0> ,14,<0> 
sapdcwq,P,1/2/2021 7:15,0,0,,17.3,<0> ,38.63,<0> ,24.6,<0> ,43.8,<0> ,3.6,<0> ,0.43,<0> ,0.38,<3> ,7.2,<0> ,12,<0> 
sapdcwq,P,1/2/2021 7:30,0,0,,17.3,<0> ,38.83,<0> ,24.8,<0> ,49.6,<0> ,4.1,<0> ,0.6,<0> ,0.55,<3> ,7.2,<0> ,17,<0> 
sapdcwq,P,1/2/2021 7:45,0,0,,17.2,<0> ,38.99,<0> ,24.9,<0> ,54.9,<0> ,4.5,<0> ,0.76,<0> ,0.7,<3> ,7.2,<0> ,14,<0> 
sapdcwq,P,1/2/2021 8:00,0,0,,17.1,<0> ,39.08,<0> ,24.9,<0> ,60.5,<0> ,5,<0> ,0.9,<0> ,0.84,<3> ,7.3,<0> ,14,<0> 
sapdcwq,P,1/2/2021 8:15,0,0,,17,<0> ,39.1,<0> ,25,<0> ,64.5,<0> ,5.4,<0> ,1.02,<0> ,0.96,<3> ,7.3,<0> ,17,<0> 
sapdcwq,P,1/2/2021 8:30,0,0,,16.7,<0> ,39.08,<0> ,24.9,<0> ,70.2,<0> ,5.9,<0> ,1.14,<0> ,1.08,<3> ,7.4,<0> ,14,<0> 
sapdcwq,P,1/2/2021 8:45,0,0,,16.2,<0> ,38.86,<0> ,24.8,<0> ,77,<0> ,6.5,<0> ,1.24,<0> ,1.18,<3> ,7.5,<0> ,15,<0> 
sapdcwq,P,1/2/2021 9:00,0,0,,15.7,<0> ,38.39,<0> ,24.5,<0> ,83.1,<0> ,7.1,<0> ,1.32,<0> ,1.26,<3> ,7.6,<0> ,15,<0> 
sapdcwq,P,1/2/2021 9:15,0,0,,15.1,<0> ,37.71,<0> ,24,<0> ,90.9,<0> ,7.9,<0> ,1.39,<0> ,1.33,<3> ,7.7,<0> ,18,<0> 
sapdcwq,P,1/2/2021 9:30,0,0,,14.8,<0> ,37.51,<0> ,23.8,<0> ,94.6,<0> ,8.3,<0> ,1.44,<0> ,1.38,<3> ,7.8,<0> ,21,<0> 
